C50	0	9.461537681994532	C	9.461537681994532	C
I33	0	11.825460960989183	I	7.476949706145677	I
I35	0	7.476949706145677	I	11.825460960989183	I
C34	0	13.385270895702757	C	13.385270895702757	C
C3	0	13.892163657590258	I	4.786430405350154	I
I23	0	4.786430405350154	C	7.570165391701924	I
I17	0	7.570165391701924	I	13.892163657590258	C
C13	0	9.3450324703105	C	9.3450324703105	C
C21	0	10.97823762568905	I	10.577667251778836	I
I22	0	10.577667251778836	C	11.3939773768008	I
I97	0	11.3939773768008	I	10.97823762568905	C
C36	0	10.318773597292786	I	8.568690457604625	I
I11	0	8.568690457604625	C	7.2939476521240865	I
I71	0	7.2939476521240865	I	10.318773597292786	C
C17	0	9.004053956411697	I	10.318773597292786	I
I8	0	10.318773597292786	C	7.204133190269737	I
I31	0	7.204133190269737	I	9.004053956411697	C
C8	0	13.892163657590258	I	5.220091421925717	I
I60	0	5.220091421925717	C	13.892163657590258	C
C47	0	8.358967506983737	I	8.154377629641052	I
I67	0	8.154377629641052	C	12.738067047542346	I
I38	0	12.738067047542346	I	8.358967506983737	C
C37	0	9.942265532966479	I	16.11910018159303	I
I28	0	16.11910018159303	C	11.972889858309594	I
I92	0	11.972889858309594	I	9.942265532966479	C
I45	0	9.461537681994532	I	9.461537681994532	I
I9	0	9.461537681994532	I	7.570165391701924	I
I39	0	7.570165391701924	I	9.461537681994532	I
C27	0	5.982298840142438	C	5.982298840142438	C
C2	0	9.3450324703105	C	9.3450324703105	C
C18	0	10.577667251778836	I	5.622941443563677	I
I64	0	5.622941443563677	C	10.577667251778836	C
C19	0	9.004053956411697	I	7.8568433434030664	I
I59	0	7.8568433434030664	C	11.115104126962537	I
I73	0	11.115104126962537	I	9.004053956411697	C
I94	0	7.6645432041113954	I	11.679847438237678	I
I15	0	11.679847438237678	I	11.253676953040564	I
I76	0	11.253676953040564	I	7.6645432041113954	I
C20	0	10.97823762568905	C	10.97823762568905	C
C23	0	9.698923650826302	I	9.116308163717983	I
I48	0	9.116308163717983	C	9.698923650826302	C
C48	0	15.339710377105812	I	9.819840850058812	I
I7	0	9.819840850058812	C	15.339710377105812	C
I58	0	11.679847438237678	I	7.8568433434030664	I
I62	0	7.8568433434030664	I	11.679847438237678	I
C29	0	10.191712759754719	C	10.191712759754719	C
C42	0	10.577667251778836	I	13.05765974893583	I
I20	0	13.05765974893583	C	11.115104126962537	I
I87	0	11.115104126962537	I	10.577667251778836	C
C4	0	8.154377629641052	C	8.154377629641052	C
C38	0	11.536026936331455	C	11.536026936331455	C
C44	0	12.581216095012342	I	8.463179373764842	I
I18	0	8.463179373764842	C	9.579495372778311	I
I84	0	9.579495372778311	I	12.581216095012342	C
C39	0	11.115104126962537	I	11.679847438237678	I
I16	0	11.679847438237678	C	13.05765974893583	I
I72	0	13.05765974893583	I	11.115104126962537	C
I34	0	14.964263354264494	I	10.577667251778836	I
I54	0	10.577667251778836	I	14.964263354264494	I
C1	0	15.920616674796197	I	17.363059210675267	I
I24	0	17.363059210675267	C	8.675516955938345	I
I3	0	8.675516955938345	I	15.920616674796197	C
C33	0	9.461537681994532	I	11.253676953040564	I
I42	0	11.253676953040564	C	9.942265532966479	I
I85	0	9.942265532966479	I	9.461537681994532	C
C40	0	13.385270895702757	C	13.385270895702757	C
C31	0	18.245252615298163	C	18.245252615298163	C
C49	0	14.41825216635924	I	10.447418511699624	I
I80	0	10.447418511699624	C	12.273284588453684	I
I13	0	12.273284588453684	I	14.41825216635924	C
C28	0	13.892163657590258	I	10.70953981254382	I
I57	0	10.70953981254382	C	7.476949706145677	I
I44	0	7.476949706145677	I	13.892163657590258	C
I93	0	13.05765974893583	I	13.385270895702757	I
I78	0	13.385270895702757	I	9.229961852537704	I
I68	0	9.229961852537704	I	13.05765974893583	I
C15	0	11.115104126962537	C	11.115104126962537	C
C35	0	11.253676953040564	I	11.536026936331455	I
I43	0	11.536026936331455	C	11.253676953040564	C
C5	0	5.693043070845401	I	5.351061302428587	I
I95	0	5.351061302428587	C	10.191712759754719	I
I1	0	10.191712759754719	I	5.693043070845401	C
C45	0	10.97823762568905	I	11.679847438237678	I
I82	0	11.679847438237678	C	10.97823762568905	C
C32	0	15.530951682080874	I	11.679847438237678	I
I10	0	11.679847438237678	C	3.78246122518484	I
I14	0	3.78246122518484	I	15.530951682080874	C
C9	0	11.825460960989183	I	12.581216095012342	I
I96	0	12.581216095012342	C	9.3450324703105	I
I75	0	9.3450324703105	I	11.825460960989183	C
C10	0	11.115104126962537	C	11.115104126962537	C
C22	0	12.896873472510286	I	10.97823762568905	I
I74	0	10.97823762568905	C	13.220450559773676	I
I70	0	13.220450559773676	I	12.896873472510286	C
C7	0	10.066216493459896	I	13.552146058962641	I
I46	0	13.552146058962641	C	10.066216493459896	C
C6	0	11.3939773768008	I	8.154377629641052	I
I86	0	8.154377629641052	C	13.05765974893583	I
I21	0	13.05765974893583	I	11.3939773768008	C
C25	0	13.220450559773676	I	12.738067047542346	I
I77	0	12.738067047542346	C	9.461537681994532	I
I56	0	9.461537681994532	I	13.220450559773676	C
C16	0	10.97823762568905	I	11.3939773768008	I
I83	0	11.3939773768008	C	7.3848818375239516	I
I47	0	7.3848818375239516	I	10.97823762568905	C
C12	0	12.738067047542346	C	12.738067047542346	C
C41	0	10.843056438287288	I	6.364622461742748	I
I91	0	6.364622461742748	C	9.461537681994532	I
I98	0	9.461537681994532	I	10.843056438287288	C
C46	0	4.967689861856871	C	4.967689861856871	C
C30	0	13.552146058962641	C	13.552146058962641	C
