119	1284.8110998539078
112	1203.074596583843
109	1157.6865899495685
108	1170.4505215424026
110	1205.9534425149884
115	1248.5419127581151
116	1264.6964199531528
114	1211.5272169845712
119	1238.2944894576838
113	1230.6368248059891
109	1105.3093895286625
123	1325.721996785146
115	1195.7049726054133
114	1203.6633625992226
98	1008.5876773392508
120	1278.2628719060192
111	1164.6433403820545
123	1272.6223220054364
109	1135.3614982198553
111	1159.9201630839855
109	1121.4260798316022
114	1193.6408947753666
111	1127.6366981543956
109	1137.843810132804
120	1235.756887347075
120	1303.7583417729147
119	1249.085458356813
125	1281.3834668125928
114	1187.5411303267263
131	1382.5832233632837
105	1144.9529224691414
113	1212.5118201767104
112	1122.2760135072258
113	1154.8443358381628
108	1146.4201310470437
110	1184.6287772790984
121	1316.9042208070541
120	1270.6790456959793
104	1146.955073889183
115	1233.642065273023
108	1103.3918675824812
121	1296.1636694774393
105	1127.0360831277108
111	1122.8492493407869
108	1141.1601650025987
120	1249.0213675203506
107	1137.9969144043114
105	1047.427221436995
109	1131.0753454299777
106	1151.152136290235
