"V1"	"V2"	"Cat"
"656"	111	1187.94933438783	"fancy greedy"
"657"	124	1309.0003752955	"fancy greedy"
"658"	132	1368.52175952341	"fancy greedy"
"659"	134	1353.6342183648	"fancy greedy"
"660"	121	1262.66087070208	"fancy greedy"
"661"	136	1391.77914710759	"fancy greedy"
"662"	132	1340.81885065792	"fancy greedy"
"663"	120	1243.43266048073	"fancy greedy"
"664"	117	1195.14411688672	"fancy greedy"
"665"	112	1156.91544376855	"fancy greedy"
"666"	112	1174.23201732716	"fancy greedy"
"667"	115	1214.19100428879	"fancy greedy"
"668"	134	1373.17809141223	"fancy greedy"
"669"	134	1339.40685749114	"fancy greedy"
"670"	118	1248.80299861459	"fancy greedy"
"671"	117	1230.16235503385	"fancy greedy"
"672"	123	1271.57576155769	"fancy greedy"
"673"	136	1431.97893751564	"fancy greedy"
"674"	127	1275.96177948172	"fancy greedy"
"675"	133	1282.00376655157	"fancy greedy"
"676"	122	1273.73748076097	"fancy greedy"
"677"	138	1431.19431929642	"fancy greedy"
"678"	142	1425.14764409907	"fancy greedy"
"679"	118	1231.41426723395	"fancy greedy"
"680"	124	1276.17022403768	"fancy greedy"
"681"	131	1354.264406314	"fancy greedy"
"682"	129	1353.40410775253	"fancy greedy"
"683"	118	1212.74316400656	"fancy greedy"
"684"	125	1305.86688255968	"fancy greedy"
"685"	124	1304.73675707183	"fancy greedy"
"686"	129	1330.64534831103	"fancy greedy"
"687"	138	1376.29980137745	"fancy greedy"
"688"	127	1326.37375989287	"fancy greedy"
"689"	129	1316.35502769363	"fancy greedy"
"690"	117	1188.13115724616	"fancy greedy"
"691"	122	1210.83964836283	"fancy greedy"
"692"	111	1146.64462886559	"fancy greedy"
"693"	125	1294.7859414927	"fancy greedy"
"694"	119	1244.74123986958	"fancy greedy"
"695"	124	1273.05577818774	"fancy greedy"
"696"	137	1363.05391530875	"fancy greedy"
"697"	126	1332.43913974885	"fancy greedy"
"698"	119	1261.55944530617	"fancy greedy"
"699"	114	1195.36107021674	"fancy greedy"
"700"	117	1195.5349636393	"fancy greedy"
"701"	128	1320.1271785926	"fancy greedy"
"702"	126	1372.50703276941	"fancy greedy"
"703"	116	1181.8035963898	"fancy greedy"
"704"	120	1226.90667660537	"fancy greedy"
"705"	132	1368.03167214473	"fancy greedy"
"706"	113	1155.88957998899	"fancy greedy"
"707"	128	1301.0450307602	"fancy greedy"
"708"	117	1229.61450911081	"fancy greedy"
"709"	126	1323.57470481596	"fancy greedy"
"710"	117	1167.80320690788	"fancy greedy"
"711"	132	1337.9497883715	"fancy greedy"
"712"	124	1302.97423225267	"fancy greedy"
"713"	130	1328.74663087599	"fancy greedy"
"714"	132	1358.61256009376	"fancy greedy"
"715"	117	1220.78595233204	"fancy greedy"
"716"	122	1237.01323176106	"fancy greedy"
"717"	121	1219.81625862546	"fancy greedy"
"718"	130	1353.21802518512	"fancy greedy"
"719"	126	1328.16817770692	"fancy greedy"
"720"	120	1223.60806666026	"fancy greedy"
"721"	112	1176.64938281533	"fancy greedy"
"722"	138	1455.88013892515	"fancy greedy"
"723"	127	1279.94139274394	"fancy greedy"
"724"	117	1214.62315309161	"fancy greedy"
"725"	108	1148.58618888897	"fancy greedy"
"726"	127	1315.39072247811	"fancy greedy"
"727"	123	1237.48821763697	"fancy greedy"
"728"	112	1187.56258286062	"fancy greedy"
"729"	130	1332.98263899027	"fancy greedy"
"730"	128	1348.13804245589	"fancy greedy"
"731"	123	1259.83793864856	"fancy greedy"
"732"	116	1211.16299600804	"fancy greedy"
"733"	119	1185.52071129371	"fancy greedy"
"734"	142	1387.51579765361	"fancy greedy"
"735"	130	1352.81566883089	"fancy greedy"
"736"	119	1208.18653908754	"fancy greedy"
"737"	117	1256.85543869266	"fancy greedy"
"738"	124	1291.03074454168	"fancy greedy"
"739"	119	1243.29634142699	"fancy greedy"
"740"	116	1173.201951287	"fancy greedy"
"741"	120	1261.29358697708	"fancy greedy"
"742"	133	1373.26258799894	"fancy greedy"
"743"	134	1377.2636035313	"fancy greedy"
"744"	124	1249.45030908924	"fancy greedy"
"745"	119	1215.66869605429	"fancy greedy"
"746"	120	1279.46402442913	"fancy greedy"
"747"	129	1313.00407702238	"fancy greedy"
"748"	123	1270.11785719345	"fancy greedy"
"749"	110	1149.27465997462	"fancy greedy"
"750"	131	1373.56554931912	"fancy greedy"
"751"	128	1347.59594264678	"fancy greedy"
"752"	131	1362.91869115032	"fancy greedy"
"753"	118	1264.79563269886	"fancy greedy"
"754"	122	1307.67838026949	"fancy greedy"
"755"	116	1245.10518923007	"fancy greedy"
"756"	129	1351.84293029301	"fancy greedy"
"757"	130	1371.12356381467	"fancy greedy"
"758"	126	1338.21289462561	"fancy greedy"
"759"	133	1358.65640902721	"fancy greedy"
"760"	136	1425.28527161719	"fancy greedy"
"761"	115	1156.08179876377	"fancy greedy"
"762"	129	1384.99981123142	"fancy greedy"
"763"	131	1336.28640760265	"fancy greedy"
"764"	121	1249.09855967033	"fancy greedy"
"765"	111	1143.31146373513	"fancy greedy"
"766"	128	1372.93389460637	"fancy greedy"
"767"	122	1252.36916996719	"fancy greedy"
"768"	127	1309.76089255637	"fancy greedy"
"769"	116	1193.8678106166	"fancy greedy"
"770"	118	1241.27698420189	"fancy greedy"
"771"	118	1193.54150455543	"fancy greedy"
"772"	129	1288.54725453547	"fancy greedy"
"773"	128	1273.29864855486	"fancy greedy"
"774"	121	1250.65672373852	"fancy greedy"
"775"	131	1338.85561035574	"fancy greedy"
"776"	127	1370.28587359651	"fancy greedy"
"777"	127	1316.05774929831	"fancy greedy"
"778"	139	1408.15570345637	"fancy greedy"
"779"	132	1342.0205472971	"fancy greedy"
"780"	143	1448.35028532253	"fancy greedy"
"781"	123	1300.42432001304	"fancy greedy"
"782"	124	1309.94492418795	"fancy greedy"
"783"	117	1169.20234700567	"fancy greedy"
"784"	119	1212.95344805189	"fancy greedy"
"785"	110	1177.79233642724	"fancy greedy"
"786"	123	1303.44792389046	"fancy greedy"
"787"	131	1407.01794638036	"fancy greedy"
"788"	134	1366.59713982586	"fancy greedy"
"789"	112	1195.91713162678	"fancy greedy"
"790"	122	1296.17194917304	"fancy greedy"
"791"	114	1154.96274302335	"fancy greedy"
"792"	127	1329.04290136548	"fancy greedy"
"793"	119	1261.89617590939	"fancy greedy"
"794"	118	1187.88982943004	"fancy greedy"
"795"	119	1237.98024168388	"fancy greedy"
"796"	142	1413.07260759889	"fancy greedy"
"797"	112	1174.96916485626	"fancy greedy"
"798"	114	1135.8367709914	"fancy greedy"
"799"	121	1232.73879593979	"fancy greedy"
"800"	119	1258.27101081451	"fancy greedy"
"801"	121	1255.66924080432	"fancy greedy"
"802"	131	1313.5426052971	"fancy greedy"
"803"	132	1378.51587482439	"fancy greedy"
"804"	132	1419.66755555477	"fancy greedy"
"805"	130	1334.82723039903	"fancy greedy"
"806"	128	1287.96968460708	"fancy greedy"
"807"	122	1327.4840018519	"fancy greedy"
"808"	132	1355.04797632881	"fancy greedy"
"809"	128	1333.41383761954	"fancy greedy"
"810"	127	1311.09723682154	"fancy greedy"
"811"	116	1157.77891923566	"fancy greedy"
"812"	117	1179.61581211108	"fancy greedy"
"813"	134	1396.27789337096	"fancy greedy"
"814"	127	1297.92106952222	"fancy greedy"
"815"	112	1173.57257601075	"fancy greedy"
"816"	125	1271.91895055448	"fancy greedy"
"817"	132	1346.5190238255	"fancy greedy"
"818"	119	1240.72495302729	"fancy greedy"
"819"	138	1410.75465203101	"fancy greedy"
"820"	112	1173.40363329411	"fancy greedy"
"821"	128	1306.61914826866	"fancy greedy"
"822"	122	1264.93922954058	"fancy greedy"
"823"	131	1367.11523702006	"fancy greedy"
"824"	130	1359.61680392091	"fancy greedy"
"825"	111	1119.75741088641	"fancy greedy"
"826"	126	1343.5584957209	"fancy greedy"
"827"	128	1327.02306211219	"fancy greedy"
"828"	126	1323.44993169803	"fancy greedy"
"829"	132	1384.68536045226	"fancy greedy"
"830"	117	1279.91445567042	"fancy greedy"
"831"	126	1285.97945851401	"fancy greedy"
"832"	123	1318.61412982314	"fancy greedy"
"833"	130	1385.21134735987	"fancy greedy"
"834"	123	1259.89828071328	"fancy greedy"
"835"	118	1249.50918123597	"fancy greedy"
"836"	117	1247.76710085272	"fancy greedy"
"837"	133	1384.05918402246	"fancy greedy"
"838"	131	1377.92522946052	"fancy greedy"
"839"	126	1324.07508135485	"fancy greedy"
"840"	124	1299.43524838998	"fancy greedy"
"841"	127	1332.16804602103	"fancy greedy"
"842"	120	1238.092214543	"fancy greedy"
"843"	127	1289.78745041595	"fancy greedy"
"844"	121	1272.14930711352	"fancy greedy"
"845"	123	1267.06737917143	"fancy greedy"
"846"	130	1341.30618196825	"fancy greedy"
"847"	124	1287.58346184355	"fancy greedy"
"848"	125	1275.50993230331	"fancy greedy"
"849"	128	1332.15389029531	"fancy greedy"
"850"	115	1239.9109763133	"fancy greedy"
"851"	122	1270.10792403542	"fancy greedy"
"852"	117	1251.24065931972	"fancy greedy"
"853"	130	1331.30448031762	"fancy greedy"
"854"	123	1224.92152095376	"fancy greedy"
"855"	119	1238.42622647508	"fancy greedy"
"856"	122	1254.5773543687	"fancy greedy"
"857"	122	1261.78103524432	"fancy greedy"
"858"	114	1206.89804621943	"fancy greedy"
"859"	122	1268.88888329227	"fancy greedy"
"860"	132	1345.31337369462	"fancy greedy"
"861"	125	1299.06768838106	"fancy greedy"
"862"	129	1345.36885328501	"fancy greedy"
"863"	119	1260.24023457919	"fancy greedy"
"864"	141	1447.12580537681	"fancy greedy"
"865"	127	1307.987976661	"fancy greedy"
"866"	131	1383.19358527253	"fancy greedy"
"867"	117	1175.01560931723	"fancy greedy"
"868"	128	1327.77697187227	"fancy greedy"
"869"	125	1288.00712330622	"fancy greedy"
"870"	136	1453.03426133586	"fancy greedy"
"871"	119	1267.50892700109	"fancy greedy"
"872"	121	1264.61542078336	"fancy greedy"
"873"	132	1379.40347507323	"fancy greedy"
"874"	108	1123.36321122776	"fancy greedy"
"875"	127	1342.31861207922	"fancy greedy"
"876"	131	1378.21970745399	"fancy greedy"
"877"	125	1317.25653683119	"fancy greedy"
"878"	127	1302.59948884424	"fancy greedy"
"879"	137	1419.21228660303	"fancy greedy"
"880"	129	1365.58136850846	"fancy greedy"
"881"	109	1153.60148751697	"fancy greedy"
"882"	127	1305.27933367544	"fancy greedy"
"883"	124	1281.10811928422	"fancy greedy"
"884"	131	1341.94108958697	"fancy greedy"
"885"	124	1307.60429801404	"fancy greedy"
"886"	122	1245.27288234261	"fancy greedy"
"887"	129	1346.06508505758	"fancy greedy"
"888"	133	1377.3720441554	"fancy greedy"
"889"	122	1290.35685163023	"fancy greedy"
"890"	132	1307.69248405254	"fancy greedy"
"891"	106	1100.03878212474	"fancy greedy"
"892"	114	1125.06934352284	"fancy greedy"
"893"	125	1291.00686809378	"fancy greedy"
"894"	133	1309.68978128797	"fancy greedy"
"895"	124	1274.83885361055	"fancy greedy"
"896"	119	1245.55271905971	"fancy greedy"
"897"	134	1349.68779793139	"fancy greedy"
"898"	124	1290.16282776698	"fancy greedy"
"899"	121	1247.79562085332	"fancy greedy"
"900"	131	1263.36553198733	"fancy greedy"
"901"	117	1212.7738428422	"fancy greedy"
"902"	131	1319.4565510498	"fancy greedy"
"903"	116	1165.29909669701	"fancy greedy"
"904"	123	1227.17813710003	"fancy greedy"
"905"	119	1240.49588273626	"fancy greedy"
"906"	129	1309.169159271	"fancy greedy"
"907"	115	1187.82893236094	"fancy greedy"
"908"	120	1195.81804451169	"fancy greedy"
"909"	130	1301.42966136413	"fancy greedy"
"910"	122	1263.5865541724	"fancy greedy"
"911"	114	1174.35916223784	"fancy greedy"
"912"	120	1212.38611404935	"fancy greedy"
"913"	143	1459.28987591959	"fancy greedy"
"914"	122	1267.08118795195	"fancy greedy"
"915"	121	1242.89433003224	"fancy greedy"
"916"	117	1235.62865762993	"fancy greedy"
"917"	135	1400.08592439728	"fancy greedy"
"918"	130	1307.39897235702	"fancy greedy"
"919"	123	1307.01906549776	"fancy greedy"
"920"	124	1270.89492641357	"fancy greedy"
"921"	111	1193.52351800584	"fancy greedy"
"922"	134	1375.32320734123	"fancy greedy"
"923"	136	1381.4058926621	"fancy greedy"
"924"	126	1278.06517479252	"fancy greedy"
"925"	129	1363.7334489962	"fancy greedy"
"926"	128	1308.89805312312	"fancy greedy"
"927"	139	1402.49791099687	"fancy greedy"
"928"	120	1236.62331445039	"fancy greedy"
"929"	116	1225.64703725652	"fancy greedy"
"930"	139	1401.84548908618	"fancy greedy"
"931"	125	1278.13792135942	"fancy greedy"
"932"	113	1153.93661403899	"fancy greedy"
"933"	118	1235.08555220315	"fancy greedy"
"934"	133	1365.54763977893	"fancy greedy"
"935"	123	1234.86464186413	"fancy greedy"
"936"	134	1360.08565372262	"fancy greedy"
"937"	129	1300.78664115798	"fancy greedy"
"938"	109	1111.88989682085	"fancy greedy"
"939"	124	1325.85899395506	"fancy greedy"
"940"	124	1334.41115591231	"fancy greedy"
"941"	117	1187.24836565345	"fancy greedy"
"942"	133	1357.28301362047	"fancy greedy"
"943"	128	1340.73839707938	"fancy greedy"
"944"	124	1252.45650548176	"fancy greedy"
"945"	122	1254.7422795229	"fancy greedy"
"946"	128	1345.999457853	"fancy greedy"
"947"	117	1208.67751823376	"fancy greedy"
"948"	133	1413.26654297539	"fancy greedy"
"949"	121	1280.59899311162	"fancy greedy"
"950"	134	1338.35217141076	"fancy greedy"
"951"	130	1363.84719370848	"fancy greedy"
"952"	126	1309.98777696173	"fancy greedy"
"953"	133	1390.39628478058	"fancy greedy"
"954"	113	1145.21913011178	"fancy greedy"
"955"	123	1327.67942211518	"fancy greedy"
"956"	122	1246.43552049377	"fancy greedy"
"957"	120	1265.75112024277	"fancy greedy"
"958"	112	1175.94031911971	"fancy greedy"
"959"	122	1232.19348779991	"fancy greedy"
"960"	121	1231.11147285959	"fancy greedy"
"961"	125	1262.02487469367	"fancy greedy"
"962"	125	1312.10057972493	"fancy greedy"
"963"	112	1111.13562333634	"fancy greedy"
"964"	128	1347.9252815672	"fancy greedy"
"965"	122	1238.73391962433	"fancy greedy"
"966"	137	1422.89105579409	"fancy greedy"
"967"	130	1366.82903555975	"fancy greedy"
"968"	135	1434.37103932171	"fancy greedy"
"969"	124	1304.33903410123	"fancy greedy"
"970"	128	1343.26583993635	"fancy greedy"
"971"	112	1144.08097176116	"fancy greedy"
"972"	118	1245.66499378361	"fancy greedy"
"973"	135	1362.04624274708	"fancy greedy"
"974"	119	1203.85580037476	"fancy greedy"
"975"	139	1486.75816473097	"fancy greedy"
"976"	111	1178.23984342266	"fancy greedy"
"977"	128	1318.2118946271	"fancy greedy"
"978"	122	1271.18841100716	"fancy greedy"
"979"	114	1173.34380708493	"fancy greedy"
"980"	121	1278.88742470751	"fancy greedy"
"981"	116	1203.18317315213	"fancy greedy"
"982"	133	1352.77220815119	"fancy greedy"
"983"	121	1273.74154872144	"fancy greedy"
"984"	133	1346.41418619415	"fancy greedy"
"985"	128	1295.09033554488	"fancy greedy"
"986"	121	1228.08564323312	"fancy greedy"
"987"	115	1141.04709814439	"fancy greedy"
"988"	109	1084.25835030967	"fancy greedy"
"989"	125	1279.5075568849	"fancy greedy"
"990"	123	1323.64841480529	"fancy greedy"
"991"	127	1313.07483032368	"fancy greedy"
"992"	114	1161.27093544756	"fancy greedy"
"993"	121	1282.38873586426	"fancy greedy"
"994"	138	1427.79814007452	"fancy greedy"
"995"	125	1315.00715308508	"fancy greedy"
"996"	126	1320.07957054398	"fancy greedy"
"997"	131	1356.03679077879	"fancy greedy"
"998"	136	1395.44298209625	"fancy greedy"
"999"	122	1262.95223156046	"fancy greedy"
"1000"	126	1288.44122768923	"fancy greedy"
"1001"	122	1254.58116262348	"odasse"
"1002"	118	1209.95907723846	"odasse"
"1003"	121	1219.97487985549	"odasse"
"1004"	109	1095.76309519697	"odasse"
"1005"	117	1226.24184554831	"odasse"
"1006"	110	1113.96542299958	"odasse"
"1007"	119	1213.08433053128	"odasse"
"1008"	130	1302.71263623688	"odasse"
"1009"	118	1239.76660646704	"odasse"
"1010"	115	1165.11362384913	"odasse"
"1011"	128	1297.27072084063	"odasse"
"1012"	128	1309.99968828065	"odasse"
"1013"	109	1123.17315505086	"odasse"
"1014"	126	1281.68030462869	"odasse"
"1015"	111	1136.70915665005	"odasse"
"1016"	126	1333.10330447291	"odasse"
"1017"	120	1250.60022475767	"odasse"
"1018"	108	1122.23831424574	"odasse"
"1019"	118	1187.92574102344	"odasse"
"1020"	123	1192.17394970662	"odasse"
"1021"	128	1314.41141100687	"odasse"
"1022"	114	1163.18983514131	"odasse"
"1023"	125	1352.6454518457	"odasse"
"1024"	124	1246.86938356602	"odasse"
"1025"	125	1280.38632378153	"odasse"
"1026"	136	1400.62934104975	"odasse"
"1027"	120	1247.41476532504	"odasse"
"1028"	128	1305.15704754012	"odasse"
"1029"	112	1179.76861206334	"odasse"
"1030"	110	1095.8607061932	"odasse"
"1031"	128	1289.55312856611	"odasse"
"1032"	132	1336.08482796186	"odasse"
"1033"	131	1386.8808563242	"odasse"
"1034"	123	1277.65013892104	"odasse"
"1035"	121	1179.52248765019	"odasse"
"1036"	122	1279.6337646567	"odasse"
"1037"	115	1232.79090875709	"odasse"
"1038"	112	1151.69829905543	"odasse"
"1039"	132	1354.00396029301	"odasse"
"1040"	109	1101.25971083149	"odasse"
"1041"	127	1353.05189625541	"odasse"
"1042"	123	1301.12190512853	"odasse"
"1043"	131	1341.03584286903	"odasse"
"1044"	115	1135.45645869442	"odasse"
"1045"	119	1216.7300901441	"odasse"
"1046"	111	1140.48922975218	"odasse"
"1047"	130	1310.35864132775	"odasse"
"1048"	121	1202.2112282325	"odasse"
"1049"	103	1075.34429821829	"odasse"
"1050"	127	1302.16149893937	"odasse"
"1051"	126	1304.84386026345	"odasse"
"1052"	123	1301.15129496123	"odasse"
"1053"	104	1018.23567497313	"odasse"
"1054"	130	1340.92803106762	"odasse"
"1055"	127	1270.54792319355	"odasse"
"1056"	107	1140.00689822472	"odasse"
"1057"	121	1250.74624041201	"odasse"
"1058"	129	1321.94460275439	"odasse"
"1059"	134	1322.44322955243	"odasse"
"1060"	118	1204.74367345599	"odasse"
"1061"	133	1364.20624174416	"odasse"
"1062"	129	1304.05840096247	"odasse"
"1063"	115	1199.02828315504	"odasse"
"1064"	113	1148.06592252355	"odasse"
"1065"	109	1110.11899664115	"odasse"
"1066"	107	1114.09776553508	"odasse"
"1067"	112	1175.40901533197	"odasse"
"1068"	131	1332.0480613254	"odasse"
"1069"	132	1317.25053070603	"odasse"
"1070"	117	1217.40526797716	"odasse"
"1071"	116	1206.97472239406	"odasse"
"1072"	117	1205.32740189335	"odasse"
"1073"	133	1371.85239859392	"odasse"
"1074"	120	1202.4869632764	"odasse"
"1075"	127	1226.67012771348	"odasse"
"1076"	121	1240.0772773437	"odasse"
"1077"	138	1411.87241545839	"odasse"
"1078"	135	1383.36504043034	"odasse"
"1079"	108	1135.96853254551	"odasse"
"1080"	119	1210.22840533449	"odasse"
"1081"	130	1305.1207011751	"odasse"
"1082"	126	1298.49415130656	"odasse"
"1083"	114	1157.97471323799	"odasse"
"1084"	120	1241.35155910215	"odasse"
"1085"	118	1216.90420996719	"odasse"
"1086"	123	1247.17258469058	"odasse"
"1087"	132	1315.07265316795	"odasse"
"1088"	121	1245.21666896268	"odasse"
"1089"	127	1275.29718702814	"odasse"
"1090"	112	1145.17740193305	"odasse"
"1091"	118	1183.1248423357	"odasse"
"1092"	107	1091.90209606793	"odasse"
"1093"	123	1281.54172991401	"odasse"
"1094"	114	1182.35676965662	"odasse"
"1095"	119	1201.08122784469	"odasse"
"1096"	130	1289.09772021506	"odasse"
"1097"	123	1295.72010572206	"odasse"
"1098"	122	1249.24196613196	"odasse"
"1099"	110	1144.91541667372	"odasse"
"1100"	109	1099.87929413198	"odasse"
"1101"	124	1270.35509221693	"odasse"
"1102"	119	1273.32134402293	"odasse"
"1103"	114	1157.61679021361	"odasse"
"1104"	114	1172.79138948249	"odasse"
"1105"	131	1328.90540361473	"odasse"
"1106"	113	1140.93067185091	"odasse"
"1107"	124	1248.67813912848	"odasse"
"1108"	114	1164.77618293716	"odasse"
"1109"	125	1297.62332070342	"odasse"
"1110"	113	1118.17318330102	"odasse"
"1111"	130	1307.33560733138	"odasse"
"1112"	121	1273.5075303731	"odasse"
"1113"	124	1283.854888313	"odasse"
"1114"	129	1306.75850166783	"odasse"
"1115"	114	1163.46366159411	"odasse"
"1116"	114	1156.301365259	"odasse"
"1117"	117	1177.66921422658	"odasse"
"1118"	122	1255.3338593341	"odasse"
"1119"	124	1273.18128999802	"odasse"
"1120"	119	1199.57680264675	"odasse"
"1121"	108	1124.56392727538	"odasse"
"1122"	132	1370.50618115021	"odasse"
"1123"	125	1244.24644113276	"odasse"
"1124"	116	1189.35657408635	"odasse"
"1125"	103	1088.23493798509	"odasse"
"1126"	121	1234.75889816473	"odasse"
"1127"	121	1194.45176777904	"odasse"
"1128"	106	1125.22902884698	"odasse"
"1129"	124	1269.64002176823	"odasse"
"1130"	125	1289.63758744566	"odasse"
"1131"	118	1188.79579518335	"odasse"
"1132"	113	1175.0116934631	"odasse"
"1133"	117	1152.96608902095	"odasse"
"1134"	133	1301.33149887753	"odasse"
"1135"	128	1341.12085189138	"odasse"
"1136"	113	1139.63971747972	"odasse"
"1137"	111	1168.30872322201	"odasse"
"1138"	123	1251.79449425845	"odasse"
"1139"	116	1186.21903134631	"odasse"
"1140"	110	1118.32388356352	"odasse"
"1141"	120	1225.60407493433	"odasse"
"1142"	132	1354.53091281264	"odasse"
"1143"	129	1320.47564321983	"odasse"
"1144"	123	1224.86340967894	"odasse"
"1145"	112	1129.39590779831	"odasse"
"1146"	119	1250.69211706675	"odasse"
"1147"	125	1250.9390947169	"odasse"
"1148"	115	1145.0186407874	"odasse"
"1149"	107	1092.08960030415	"odasse"
"1150"	126	1303.87181120072	"odasse"
"1151"	126	1301.20974180748	"odasse"
"1152"	128	1308.31502375218	"odasse"
"1153"	116	1221.74058690219	"odasse"
"1154"	116	1231.100600077	"odasse"
"1155"	113	1205.51043797711	"odasse"
"1156"	126	1304.4669600624	"odasse"
"1157"	126	1317.34325324238	"odasse"
"1158"	123	1288.64092910789	"odasse"
"1159"	127	1288.07399526923	"odasse"
"1160"	129	1348.52711358963	"odasse"
"1161"	109	1086.25684908172	"odasse"
"1162"	126	1329.22737479084	"odasse"
"1163"	123	1242.39354625047	"odasse"
"1164"	120	1235.46844770044	"odasse"
"1165"	109	1111.13141385912	"odasse"
"1166"	124	1320.46966372421	"odasse"
"1167"	118	1194.89760887124	"odasse"
"1168"	125	1259.54760412574	"odasse"
"1169"	114	1160.94107018045	"odasse"
"1170"	114	1170.65552445942	"odasse"
"1171"	114	1137.46553933966	"odasse"
"1172"	123	1244.32529230654	"odasse"
"1173"	122	1213.47834501852	"odasse"
"1174"	117	1191.9478694392	"odasse"
"1175"	127	1288.24825396072	"odasse"
"1176"	127	1351.97519615811	"odasse"
"1177"	126	1268.13798417044	"odasse"
"1178"	136	1361.67643159398	"odasse"
"1179"	129	1300.82719728101	"odasse"
"1180"	139	1405.1929151001	"odasse"
"1181"	118	1239.23388639522	"odasse"
"1182"	119	1243.04646987878	"odasse"
"1183"	112	1115.48594840728	"odasse"
"1184"	114	1164.83868534946	"odasse"
"1185"	107	1135.79751755971	"odasse"
"1186"	123	1281.80313629513	"odasse"
"1187"	130	1376.89106804537	"odasse"
"1188"	134	1342.66871226559	"odasse"
"1189"	108	1155.71591898154	"odasse"
"1190"	120	1254.80754836932	"odasse"
"1191"	112	1120.12287886108	"odasse"
"1192"	125	1286.24946235738	"odasse"
"1193"	119	1249.42914215615	"odasse"
"1194"	114	1125.07664394872	"odasse"
"1195"	117	1195.57349487738	"odasse"
"1196"	137	1346.32645435835	"odasse"
"1197"	108	1118.15614798435	"odasse"
"1198"	109	1091.74583187496	"odasse"
"1199"	116	1172.42959741297	"odasse"
"1200"	116	1216.39320334468	"odasse"
"1201"	118	1210.3075334731	"odasse"
"1202"	128	1264.62093629567	"odasse"
"1203"	130	1335.10932409912	"odasse"
"1204"	130	1388.66363052199	"odasse"
"1205"	124	1265.96155147696	"odasse"
"1206"	122	1227.6755722331	"odasse"
"1207"	119	1265.02672652279	"odasse"
"1208"	129	1312.42942251172	"odasse"
"1209"	126	1272.62341622689	"odasse"
"1210"	122	1237.27757405589	"odasse"
"1211"	114	1114.22370349712	"odasse"
"1212"	114	1142.03096016177	"odasse"
"1213"	134	1363.96852815239	"odasse"
"1214"	127	1271.55213726084	"odasse"
"1215"	111	1134.50238044041	"odasse"
"1216"	125	1248.00017080917	"odasse"
"1217"	126	1272.9100133315	"odasse"
"1218"	114	1186.05019639476	"odasse"
"1219"	123	1272.07162183144	"odasse"
"1220"	112	1139.43326164643	"odasse"
"1221"	125	1266.47757003844	"odasse"
"1222"	117	1192.73340599056	"odasse"
"1223"	126	1304.48051297312	"odasse"
"1224"	128	1342.86679697209	"odasse"
"1225"	109	1110.31400428387	"odasse"
"1226"	120	1277.24701400525	"odasse"
"1227"	124	1287.29591932807	"odasse"
"1228"	122	1245.15173122987	"odasse"
"1229"	129	1347.89494009746	"odasse"
"1230"	113	1236.38129343366	"odasse"
"1231"	123	1255.69019003195	"odasse"
"1232"	122	1292.69265458717	"odasse"
"1233"	128	1368.75717012813	"odasse"
"1234"	120	1227.43864907348	"odasse"
"1235"	113	1193.48020924122	"odasse"
"1236"	116	1208.30935208133	"odasse"
"1237"	133	1356.42344965884	"odasse"
"1238"	131	1368.19643635094	"odasse"
"1239"	119	1237.09061713769	"odasse"
"1240"	118	1237.50299077902	"odasse"
"1241"	122	1258.09834932985	"odasse"
"1242"	117	1178.43610621891	"odasse"
"1243"	123	1235.57521139744	"odasse"
"1244"	118	1224.58956546127	"odasse"
"1245"	117	1183.32971208183	"odasse"
"1246"	127	1281.67895417248	"odasse"
"1247"	121	1240.96484116334	"odasse"
"1248"	122	1211.3332425616	"odasse"
"1249"	125	1289.933819296	"odasse"
"1250"	114	1215.55790412804	"odasse"
"1251"	120	1216.07708395722	"odasse"
"1252"	110	1146.62683920301	"odasse"
"1253"	128	1310.33620700044	"odasse"
"1254"	118	1160.34202107219	"odasse"
"1255"	109	1144.54070799023	"odasse"
"1256"	115	1155.2845918975	"odasse"
"1257"	118	1214.00328783352	"odasse"
"1258"	109	1145.16699957384	"odasse"
"1259"	117	1212.52943665569	"odasse"
"1260"	124	1257.91427782848	"odasse"
"1261"	118	1222.58180078337	"odasse"
"1262"	124	1254.74350429356	"odasse"
"1263"	113	1191.09064705569	"odasse"
"1264"	133	1372.92386065086	"odasse"
"1265"	126	1286.02886920854	"odasse"
"1266"	125	1301.43002255812	"odasse"
"1267"	113	1149.15326768717	"odasse"
"1268"	127	1306.12045486403	"odasse"
"1269"	119	1215.56417032469	"odasse"
"1270"	132	1391.75054407274	"odasse"
"1271"	111	1192.71961697367	"odasse"
"1272"	118	1232.11967047624	"odasse"
"1273"	127	1300.37555238672	"odasse"
"1274"	108	1109.69163776208	"odasse"
"1275"	124	1296.86799571367	"odasse"
"1276"	130	1355.92954475998	"odasse"
"1277"	122	1269.59135039754	"odasse"
"1278"	124	1270.60403939973	"odasse"
"1279"	133	1384.34769850855	"odasse"
"1280"	127	1319.68139691236	"odasse"
"1281"	105	1092.11320719899	"odasse"
"1282"	119	1213.49683215864	"odasse"
"1283"	118	1212.92339758515	"odasse"
"1284"	128	1276.86267060498	"odasse"
"1285"	113	1197.45412650338	"odasse"
"1286"	116	1168.85720326596	"odasse"
"1287"	127	1324.36685944123	"odasse"
"1288"	132	1354.46123102849	"odasse"
